"","frog_mort","car_num","year","location","species"
"52",26.1136291822622,51.8985798588192,2016,"Site B","Lithobates pipiens"
"53",24.6551502821696,34.3198767371091,2017,"Site B","Lithobates pipiens"
"54",25.1478777944309,60.5480899985268,2017,"Site B","Pseudacris crucifer"
"55",25.8116304477111,60.9404934799867,2017,"Site B","Rana clamitans"
"56",24.6332017831077,31.5162973502515,2018,"Site B","Rana clamitans"
"57",26.0043966600616,47.8584926074675,2018,"Site B","Lithobates pipiens"
"58",26.219398941931,49.9888029526959,2018,"Site B","Pseudacris crucifer"
"59",24.7000396609268,51.0482721337724,2019,"Site B","Rana clamitans"
"60",27.6658883376231,51.0975606645903,2019,"Site B","Lithobates pipiens"
"61",28.1078707020535,64.6780668599295,2019,"Site B","Pseudacris crucifer"
"62",23.3748079374589,39.7940880151366,2010,"Site C","Lithobates pipiens"
"63",25.1632301030726,49.8419980053729,2010,"Site C","Pseudacris crucifer"
"64",25.4011790648059,53.0895464649715,2010,"Site C","Rana clamitans"
"65",24.2433451096521,42.015878825668,2011,"Site C","Pseudacris crucifer"
"66",24.4960422689216,52.0694525013801,2011,"Site C","Rana clamitans"
"67",26.7464533061976,57.2855580400077,2011,"Site C","Lithobates pipiens"
"68",25.3083634827212,46.4665222324039,2012,"Site C","Lithobates pipiens"
"69",25.6526101163806,50.6178378568455,2012,"Site C","Rana clamitans"
"70",26.3557283805931,68.7633651029123,2012,"Site C","Pseudacris crucifer"
"71",21.5320682154836,30.4349331524079,2013,"Site C","Rana clamitans"
"72",24.1083041679986,41.5099385887264,2013,"Site C","Pseudacris crucifer"
"73",26.6716061743948,50.2812360382841,2013,"Site C","Lithobates pipiens"
"74",26.005870278544,53.6413024539906,2014,"Site C","Lithobates pipiens"
"75",26.0284722014332,54.0804475971031,2014,"Site C","Rana clamitans"
"76",26.9764208342124,56.0713923956893,2014,"Site C","Pseudacris crucifer"
"77",24.5208862851469,45.8375717399681,2015,"Site C","Rana clamitans"
"78",26.2425435179562,49.842658663587,2015,"Site C","Pseudacris crucifer"
"79",26.9687560458053,55.0739364772687,2015,"Site C","Lithobates pipiens"
"80",25.518655319915,34.9003256954133,2016,"Site C","Rana clamitans"
"81",25.625054509515,46.2394356038555,2016,"Site C","Lithobates pipiens"
"82",27.0143693015903,49.3438621132948,2016,"Site C","Pseudacris crucifer"
"83",24.3855020992545,50.3224047057978,2017,"Site C","Pseudacris crucifer"
"84",26.7084903656659,51.5063992652473,2017,"Site C","Rana clamitans"
"85",26.8530866262187,62.3446175461745,2017,"Site C","Lithobates pipiens"
"86",25.0122881745649,27.5215700196652,2018,"Site C","Rana clamitans"
"87",25.8649493315336,47.8092910896606,2018,"Site C","Pseudacris crucifer"
"88",26.9618624915857,52.4008732849189,2018,"Site C","Lithobates pipiens"
"89",26.1786893052064,43.5080416177357,2019,"Site C","Rana clamitans"
"90",26.5976444209481,44.1699878235833,2019,"Site C","Lithobates pipiens"
"91",27.0765087379369,47.043103324838,2019,"Site C","Pseudacris crucifer"
"92",13.8074558242797,1.21659675442934,2020,"Site A","Pseudacris crucifer"
"93",15.2036796572719,20.1121257842048,2020,"Site A","Rana clamitans"
"94",15.4227174784249,20.4175977717054,2020,"Site A","Lithobates pipiens"
"95",14.1111127875842,4.88940342844466,2020,"Site B","Rana clamitans"
"96",14.4852667170573,21.3272594760954,2020,"Site B","Lithobates pipiens"
"97",15.5950136136761,32.3603202055421,2020,"Site B","Pseudacris crucifer"
"98",14.2285527537437,16.6661270293817,2020,"Site C","Pseudacris crucifer"
"99",14.3024327093288,22.6458576975636,2020,"Site C","Rana clamitans"
"100",14.9704397061231,24.9472201950824,2020,"Site C","Lithobates pipiens"
