"","frog_mort","car_num","year","location","species"
"187",25.2278811379037,58.3418667682568,2011,"Site 7","Rana clamitans"
"188",22.1203977109404,49.8017511239885,2012,"Site 7","Pseudacris crucifer"
"189",23.8107897253333,54.956100868535,2012,"Site 7","Rana clamitans"
"190",25.2862247350415,72.9567165709901,2012,"Site 7","Lithobates pipiens"
"191",22.422886030087,33.2509009522893,2013,"Site 7","Rana clamitans"
"192",24.2195492126289,36.3110090625565,2013,"Site 7","Lithobates pipiens"
"193",25.0230939397131,63.6290820268702,2013,"Site 7","Pseudacris crucifer"
"194",23.9202041402577,50.2075135421608,2014,"Site 7","Rana clamitans"
"195",24.3398460850368,53.311975374825,2014,"Site 7","Lithobates pipiens"
"196",24.5714581512901,57.2138830292992,2014,"Site 7","Pseudacris crucifer"
"197",22.3606157618658,30.0305107449746,2015,"Site 7","Rana clamitans"
"198",23.304970066963,41.4502191143106,2015,"Site 7","Pseudacris crucifer"
"199",23.9358362858054,52.3865201201862,2015,"Site 7","Lithobates pipiens"
"200",22.5695633393057,43.3364345411594,2016,"Site 7","Lithobates pipiens"
"201",23.4494554939842,46.5311485101546,2016,"Site 7","Pseudacris crucifer"
"202",24.1100346058433,54.4693084611837,2016,"Site 7","Rana clamitans"
"203",25.4668506466141,50.657672512792,2017,"Site 7","Rana clamitans"
"204",25.7439255729071,53.8027467061375,2017,"Site 7","Lithobates pipiens"
"205",25.7801143420505,57.2616700945079,2017,"Site 7","Pseudacris crucifer"
"206",21.4450805752104,36.9472978689533,2018,"Site 7","Lithobates pipiens"
"207",23.0544700530893,42.1503613395153,2018,"Site 7","Rana clamitans"
"208",25.2323360006349,61.5494320689551,2018,"Site 7","Pseudacris crucifer"
"209",26.3878881894385,43.3179888976159,2019,"Site 7","Lithobates pipiens"
"210",26.6166628803587,50.3170251863921,2019,"Site 7","Rana clamitans"
"211",27.8253123088995,65.94780012475,2019,"Site 7","Pseudacris crucifer"
"212",20.536658771818,54.9658058269212,2010,"Site 8","Pseudacris crucifer"
"213",21.8956458329602,55.4236053969424,2010,"Site 8","Rana clamitans"
"214",24.8602530965715,58.5523974169892,2010,"Site 8","Lithobates pipiens"
"215",23.986996908206,46.1390996540582,2011,"Site 8","Lithobates pipiens"
"216",24.8594223908239,47.7311857721619,2011,"Site 8","Rana clamitans"
"217",26.4393683315072,53.0177740338218,2011,"Site 8","Pseudacris crucifer"
"218",23.5505966594879,43.4902712558736,2012,"Site 8","Rana clamitans"
"219",24.8900187392069,48.0402841116241,2012,"Site 8","Pseudacris crucifer"
"220",25.7087693316916,56.923826888857,2012,"Site 8","Lithobates pipiens"
"221",24.4809761437615,38.5107109775618,2013,"Site 8","Pseudacris crucifer"
"222",24.8044479223794,45.486078935452,2013,"Site 8","Rana clamitans"
"223",26.1921863248176,57.9148748550682,2013,"Site 8","Lithobates pipiens"
"224",24.0822366909036,40.5965168632366,2014,"Site 8","Lithobates pipiens"
"225",24.720919543084,47.0245328068131,2014,"Site 8","Pseudacris crucifer"
"226",25.4883680137921,47.5039738458396,2014,"Site 8","Rana clamitans"
"227",23.7505807304856,50.7908690121781,2015,"Site 8","Pseudacris crucifer"
"228",25.3578590490045,54.7390097044896,2015,"Site 8","Rana clamitans"
"229",26.5573817228303,58.8688843258217,2015,"Site 8","Lithobates pipiens"
"230",23.2743153279033,46.8142793124798,2016,"Site 8","Lithobates pipiens"
"231",23.8071041727892,54.063895034445,2016,"Site 8","Rana clamitans"
"232",24.9002083210723,59.9622413111533,2016,"Site 8","Pseudacris crucifer"
"233",23.9708613174551,44.9928550961244,2017,"Site 8","Rana clamitans"
"234",25.7018325627594,48.5615031347279,2017,"Site 8","Lithobates pipiens"
"235",25.7189001098516,49.6359710894965,2017,"Site 8","Pseudacris crucifer"
"236",25.4509750804622,43.1235144628564,2018,"Site 8","Pseudacris crucifer"
"237",26.0407035105541,51.8634365434328,2018,"Site 8","Rana clamitans"
"238",27.8173501925756,52.0892737750365,2018,"Site 8","Lithobates pipiens"
"239",23.1145860164061,49.6037901632971,2019,"Site 8","Lithobates pipiens"
"240",23.3628996000376,56.5201970645171,2019,"Site 8","Rana clamitans"
"241",23.3684355829561,63.1478675801951,2019,"Site 8","Pseudacris crucifer"
"242",22.9777169547318,46.4543654546772,2010,"Site 9","Lithobates pipiens"
"243",23.6259383020524,62.6520214701586,2010,"Site 9","Rana clamitans"
"244",24.3444785113953,69.9949189831877,2010,"Site 9","Pseudacris crucifer"
"245",25.8964945862497,39.6789764790339,2011,"Site 9","Pseudacris crucifer"
"246",26.5643149313802,47.4340388718815,2011,"Site 9","Lithobates pipiens"
"247",27.261943683618,49.4457453884068,2011,"Site 9","Rana clamitans"
"248",22.2076423737468,44.61946095612,2012,"Site 9","Rana clamitans"
"249",25.4784981308368,61.7899278740002,2012,"Site 9","Lithobates pipiens"
"250",25.768748494218,64.2411786496466,2012,"Site 9","Pseudacris crucifer"
"251",23.9186066624061,43.4574334380645,2013,"Site 9","Rana clamitans"
"252",24.2420320068665,48.2273293125513,2013,"Site 9","Pseudacris crucifer"
"253",25.2220490015163,57.2209788900369,2013,"Site 9","Lithobates pipiens"
"254",22.945371163998,44.7613379630123,2014,"Site 9","Pseudacris crucifer"
"255",24.4626505659291,48.2008628026154,2014,"Site 9","Rana clamitans"
"256",24.8604125504813,52.8620328223729,2014,"Site 9","Lithobates pipiens"
"257",23.0176314369306,43.2114978866951,2015,"Site 9","Pseudacris crucifer"
"258",23.2453850004624,47.801856576218,2015,"Site 9","Rana clamitans"
"259",23.7198295092969,64.4243848930202,2015,"Site 9","Lithobates pipiens"
"260",21.8140716375628,43.8993273369843,2016,"Site 9","Pseudacris crucifer"
"261",25.267867525612,44.601647299439,2016,"Site 9","Lithobates pipiens"
"262",25.7119106758879,46.0522794246219,2016,"Site 9","Rana clamitans"
"263",23.815451108057,43.7822259951198,2017,"Site 9","Rana clamitans"
"264",24.3193721128216,50.5337175724237,2017,"Site 9","Pseudacris crucifer"
"265",25.2283959752076,52.1809271167531,2017,"Site 9","Lithobates pipiens"
"266",23.6138591420045,34.2982068887842,2018,"Site 9","Lithobates pipiens"
"267",24.1934164715163,41.8315578442529,2018,"Site 9","Rana clamitans"
"268",24.5901674903412,47.6822578288353,2018,"Site 9","Pseudacris crucifer"
"269",24.0513669940313,38.5028900913369,2019,"Site 9","Pseudacris crucifer"
"270",24.7458101392896,40.2864792404569,2019,"Site 9","Rana clamitans"
"271",24.8644431009621,60.1352260473128,2019,"Site 9","Lithobates pipiens"
"272",26.4255380194917,39.0140727111438,2010,"Site 10","Lithobates pipiens"
"273",26.6426151495907,51.63622562754,2010,"Site 10","Pseudacris crucifer"
"274",26.9455014229699,56.2961645625728,2010,"Site 10","Rana clamitans"
"275",25.2033868399117,41.7370292363378,2011,"Site 10","Rana clamitans"
"276",25.2334171392891,48.8134035067,2011,"Site 10","Pseudacris crucifer"
"277",26.3971309315461,50.1995189546143,2011,"Site 10","Lithobates pipiens"
"278",22.501688827854,45.6503484366326,2012,"Site 10","Rana clamitans"
"279",22.7012488636149,59.3600409185309,2012,"Site 10","Pseudacris crucifer"
"280",23.0303362176907,61.3884198622164,2012,"Site 10","Lithobates pipiens"
"281",21.4888739789911,42.283906072445,2013,"Site 10","Lithobates pipiens"
"282",23.5055437201614,60.208433133457,2013,"Site 10","Rana clamitans"
"283",24.4507807412746,66.5052039374904,2013,"Site 10","Pseudacris crucifer"
"284",24.8451070979313,34.2096560128014,2014,"Site 10","Pseudacris crucifer"
"285",24.9018442511893,46.8314681806222,2014,"Site 10","Lithobates pipiens"
"286",26.4754618979742,49.809637397879,2014,"Site 10","Rana clamitans"
"287",23.4546471975505,51.067535373276,2015,"Site 10","Lithobates pipiens"
"288",24.2834793202396,51.8964037087278,2015,"Site 10","Pseudacris crucifer"
"289",25.01482648766,53.1114981491406,2015,"Site 10","Rana clamitans"
"290",22.2952200498396,48.0168196027867,2016,"Site 10","Rana clamitans"
"291",24.3845130585221,53.5598991847653,2016,"Site 10","Pseudacris crucifer"
"292",24.7073982155871,55.8709696016645,2016,"Site 10","Lithobates pipiens"
"293",24.9731254594161,41.7466547059685,2017,"Site 10","Pseudacris crucifer"
"294",25.1742763231134,48.2241370599715,2017,"Site 10","Lithobates pipiens"
"295",26.2685612031503,55.3790428221985,2017,"Site 10","Rana clamitans"
"296",26.5524038460278,43.6946887160688,2018,"Site 10","Rana clamitans"
"297",26.949209617875,61.4408078762143,2018,"Site 10","Pseudacris crucifer"
"298",27.7735671405442,66.166204953111,2018,"Site 10","Lithobates pipiens"
"299",23.3198963604758,45.6084524817955,2019,"Site 10","Pseudacris crucifer"
"300",23.9614833897399,50.6024941092154,2019,"Site 10","Lithobates pipiens"
"301",24.0502787577174,57.5963551057731,2019,"Site 10","Rana clamitans"
"302",13.16581226117,6.36786342388201,2020,"Site 1","Pseudacris crucifer"
"303",14.4561590393681,15.6419323944047,2020,"Site 1","Lithobates pipiens"
"304",17.2322689189946,20.0105246125352,2020,"Site 1","Rana clamitans"
"305",14.2770903364816,7.08926560277055,2020,"Site 2","Pseudacris crucifer"
"306",16.1223006319489,11.8727457198119,2020,"Site 2","Rana clamitans"
"307",16.601158389656,14.9545380710228,2020,"Site 2","Lithobates pipiens"
"308",14.3024990247048,6.79203566454607,2020,"Site 3","Rana clamitans"
"309",15.2663552892674,23.6363057602664,2020,"Site 3","Pseudacris crucifer"
"310",15.4960816533408,26.0606053258613,2020,"Site 3","Lithobates pipiens"
"311",14.5607238083055,28.0876946845705,2020,"Site 4","Rana clamitans"
"312",14.6583724078778,29.6983276917756,2020,"Site 4","Pseudacris crucifer"
"313",15.5068937020407,35.4778572587267,2020,"Site 4","Lithobates pipiens"
"314",13.6942959913512,10.8535937744951,2020,"Site 5","Pseudacris crucifer"
"315",14.6777398642958,23.6531478216238,2020,"Site 5","Lithobates pipiens"
"316",16.4279716005543,27.945515509017,2020,"Site 5","Rana clamitans"
"317",15.1333314891282,10.0496061927769,2020,"Site 6","Pseudacris crucifer"
"318",15.2111086328706,15.4640726352887,2020,"Site 6","Rana clamitans"
"319",17.139094413762,16.052774252307,2020,"Site 6","Lithobates pipiens"
"320",14.5769444676161,12.4705875480238,2020,"Site 7","Pseudacris crucifer"
"321",14.6187860751902,15.9076663306882,2020,"Site 7","Lithobates pipiens"
"322",15.5365525074617,26.5675941872353,2020,"Site 7","Rana clamitans"
"323",14.4575577501115,16.1386735695686,2020,"Site 8","Lithobates pipiens"
"324",14.5282300923204,17.6464896191371,2020,"Site 8","Pseudacris crucifer"
"325",14.9173465678397,24.6859878222109,2020,"Site 8","Rana clamitans"
"326",14.10076729007,17.4789381721411,2020,"Site 9","Lithobates pipiens"
"327",15.5444562463377,20.1453495521142,2020,"Site 9","Rana clamitans"
"328",16.6330050210382,29.9167201467926,2020,"Site 9","Pseudacris crucifer"
"329",14.139246568133,10.6083228439503,2020,"Site 10","Lithobates pipiens"
"330",15.0229747739481,21.4741557231679,2020,"Site 10","Rana clamitans"
"331",16.1099706126344,24.8463825807082,2020,"Site 10","Pseudacris crucifer"
